"FORMULARIO","CODIGO_ACCIDENTE","FECHA_OCURRENCIA_ACC","HORA_OCURRENCIA_ACC","ANO_OCURRENCIA_ACC","MES_OCURRENCIA_ACC","DIA_OCURRENCIA_ACC","DIRECCION","GRAVEDAD","CLASE_ACC","LOCALIDAD","MUNICIPIO","FECHA_HORA_ACC","LATITUD","LONGITUD"
"A001127025","10505402","2019/12/12","10:24:00","2019","DICIEMBRE","JUEVES","KR 80-CL 34 S","CON HERIDOS","OTRO","KENNEDY","BOGOTA DC","2019/12/12 10:24:00+00","4.6363","-74.1608"
"A001451595","10572760","2022/06/03","22:00:00","2022","JUNIO","VIERNES","CL 26 -KR 33 ","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2022/06/03 21:59:59+00","4.63","-74.083"
"A000765217","4516084","2018/04/26","19:20:00","2018","ABRIL","JUEVES","KR 86-CL 74 ","CON HERIDOS","CHOQUE","BOSA","BOGOTA DC","2018/04/26 19:20:00+00","4.61650706","-74.19981736"
"A000756914","4506453","2018/01/25","15:40:00","2018","ENERO","JUEVES","KR 10-CL 1","SOLO DANOS","CHOQUE","SANTA FE","BOGOTA DC","2018/01/25 15:40:00+00","4.6023","-74.0768"
"A001297107","10538419","2021/04/21","19:51:00","2021","ABRIL","MIERCOLES","CL 6 D S- KR 86","CON HERIDOS","ATROPELLO","KENNEDY","BOGOTA DC","2021/04/21 19:50:59+00","4.63874788","-74.15902459"
"A000041644","4402646","2015/01/20","16:30:00","2015","ENERO","MARTES","AV AVENIDA BOYACA-CL 62B S","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2015/01/20 16:30:00+00","4.55704845","-74.13813398"
"A000870559","10460303","2018/09/12","4:40:00","2018","SEPTIEMBRE","MIERCOLES","KR 30-CL 3","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2018/09/12 04:40:00+00","4.60379431","-74.1005206"
"A000903730","10467829","2018/11/23","7:43:00","2018","NOVIEMBRE","VIERNES","CL 53-KR 2","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2018/11/23 07:43:00+00","4.64174106","-74.07349672"
"A2993","4407548","2015/03/13","12:05:00","2015","MARZO","VIERNES","CL 76-KR 11","CON HERIDOS","ATROPELLO","CHAPINERO","BOGOTA DC","2015/03/13 12:04:59+00","4.66137325","-74.05674552"
"A000761118","4511995","2018/03/16","2:00:00","2018","MARZO","VIERNES","KR 68F-CL 2","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2018/03/16 02:00:00+00","4.65313216","-74.11283149"
"A000277159","4429584","2015/11/14","11:40:00","2015","NOVIEMBRE","SABADO","KR 116-CL 19A","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2015/11/14 11:39:59+00","4.68543287","-74.15233916"
"A000965125","10477103","2019/02/28","8:50:00","2019","FEBRERO","JUEVES","CL 80-KR 78G S","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2019/02/28 08:50:00+00","4.61113247","-74.20694368"
"A000755595","4504852","2018/01/05","10:00:00","2018","ENERO","VIERNES","CL 143-KR 4","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2018/01/05 09:59:59+00","4.7256","-74.0519"
"A001176812","10517140","2020/06/09","0:18:00","2020","JUNIO","MARTES","CL 63-KR 9","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2020/06/09 00:17:59+00","4.68756998","-74.11753163"
"A001029803","10490166","2019/07/10","10:15:00","2019","JULIO","MIERCOLES","KR 50-CL 13","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2019/07/10 10:15:00+00","4.72353042","-74.05528205"
"A000764835","4514438","2018/04/11","16:00:00","2018","ABRIL","MIERCOLES","AV AVENIDA BOYACA-CL 15","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2018/04/11 15:59:59+00","4.64650148","-74.13054623"
"A000872643","10461964","2018/09/28","10:38:00","2018","SEPTIEMBRE","VIERNES","CL 1F-KR 2","CON HERIDOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2018/09/28 10:38:00+00","4.59741499","-74.09921691"
"A000757467","4507089","2018/01/31","18:00:00","2018","ENERO","MIERCOLES","AV AVENIDA CARACAS-CL 72","CON HERIDOS","CHOQUE","CHAPINERO","BOGOTA DC","2018/01/31 18:00:00+00","4.65941733","-74.06178608"
"A001517479","10585640","2022/12/22","19:45:00","2022","DICIEMBRE","JUEVES","AC 235-KR 52","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2022/12/22 19:44:59+00","4.81011628","-74.04186992"
"A001513426","10580544","2022/09/03","19:35:00","2022","SEPTIEMBRE","SABADO","KR 7 -CL 95 ","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2022/09/03 19:34:59+00","4.676","-74.04"
"A22026","4467375","2016/12/15","2:30:00","2016","DICIEMBRE","JUEVES","KR 80-CL 2","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2016/12/15 02:29:59+00","4.63236137","-74.15405306"
"A000343649","4439327","2016/03/12","18:50:00","2016","MARZO","SABADO","AK 45-CL 150","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2016/03/12 18:49:59+00","4.732","-74.0492"
"A001060530","10503659","2019/11/25","8:42:00","2019","NOVIEMBRE","LUNES","CL 170-KR 49","CON HERIDOS","VOLCAMIENTO","SUBA","BOGOTA DC","2019/11/25 08:42:00+00","4.75211579","-74.0495358"
"A001392998","10564103","2022/02/02","21:10:00","2022","FEBRERO","MIERCOLES","CL 19 -KR 30 ","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2022/02/02 21:10:00+00","4.618","-74.088"
"A000901499","10466647","2018/11/12","19:20:00","2018","NOVIEMBRE","LUNES","CL 127A-KR ","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2018/11/12 19:20:00+00","4.70361009","-74.02880231"
"A001512555","10580089","2022/09/03","15:08:00","2022","SEPTIEMBRE","SABADO","KR 86 -CL 15 A ","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2022/09/03 15:08:00+00","4.657","-74.139"
"A000964640","10478836","2019/03/16","0:54:00","2019","MARZO","SABADO","AV AVENIDA DEL SUR-KR 7","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2019/03/16 00:53:59+00","4.59603498","-74.16444395"
"A001299554","10539610","2021/05/08","19:20:00","2021","MAYO","SABADO","KR 50-CL 17","CON HERIDOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2021/05/08 19:20:00+00","4.63122849","-74.1042503"
"A000688397","4497103","2017/10/21","8:40:00","2017","OCTUBRE","SABADO","KR 77A-CL 64B","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2017/10/21 08:39:59+00","4.68143956","-74.10734612"
"A000345637","4441562","2016/04/07","14:05:00","2016","ABRIL","JUEVES","CL 33A-KR 17","CON HERIDOS","ATROPELLO","TEUSAQUILLO","BOGOTA DC","2016/04/07 14:05:00+00","4.62258344","-74.07240752"
"A001514351","10581487","2022/09/23","7:30:00","2022","SEPTIEMBRE","VIERNES","CL 130 C -KR 94 ","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2022/09/23 07:30:00+00","4.72869982","-74.09095253"
"A001301889","10543308","2021/06/28","6:50:00","2021","JUNIO","LUNES","AK 68 -CL 26 ","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2021/06/28 06:49:59+00","4.65388075","-74.10303935"
"A000345389","4441467","2016/04/07","6:15:00","2016","ABRIL","JUEVES","AV AVENIDA SUBA-CL 119","CON HERIDOS","ATROPELLO","SUBA","BOGOTA DC","2016/04/07 06:14:59+00","4.70449417","-74.07087584"
"A001518145","10585007","2022/12/09","18:35:00","2022","DICIEMBRE","VIERNES","CL 80-KR 52","CON MUERTOS","CAIDA DE OCUPANTE","BARRIOS UNIDOS","BOGOTA DC","2022/12/09 18:35:00+00","4.67542064","-74.06964687"
"A001512734","10579506","2022/08/27","15:40:00","2022","AGOSTO","SABADO","KR 92 -CL 68 ","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2022/08/27 15:40:00+00","4.69370141","-74.11404885"
"A000648568","4490854","2017/08/18","23:30:00","2017","AGOSTO","VIERNES","CL 24-KR 40","CON HERIDOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2017/08/18 23:29:59+00","4.63084024","-74.09290177"
"A000765081","4514034","2018/04/07","11:00:00","2018","ABRIL","SABADO","CL 161-KR 54","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2018/04/07 11:00:00+00","4.74262829","-74.05448528"
"A000971564","10494831","2019/05/15","22:30:00","2019","MAYO","MIERCOLES","AV AVENIDA BOYACA-CL 5","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2019/05/15 22:30:00+00","4.67127742","-74.10667155"
"A001448643","10569069","2022/04/23","17:15:00","2022","ABRIL","SABADO","CL 127 -KR 18 C ","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2022/04/23 17:15:00+00","4.705","-74.048"
"A000041380","4402605","2015/01/19","13:00:00","2015","ENERO","LUNES","KR 3B-CL 34B S","CON HERIDOS","ATROPELLO","SAN CRISTOBAL","BOGOTA DC","2015/01/19 12:59:59+00","4.56172552","-74.09792248"
"A001033073","10493733","2019/08/14","16:39:00","2019","AGOSTO","MIERCOLES","CL 36-KR 24 S","CON HERIDOS","CHOQUE","RAFAEL URIBE URIBE","BOGOTA DC","2019/08/14 16:38:59+00","4.58166693","-74.11874511"
"A000240395","4425703","2015/10/03","17:10:00","2015","OCTUBRE","SABADO","AV AVENIDA DE LAS AMERICAS-KR 46","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2015/10/03 17:10:00+00","4.62732639","-74.10294876"
"A000200555","4412322","2015/05/08","14:20:00","2015","MAYO","VIERNES","AC 45-KR 27","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2015/05/08 14:19:59+00","4.63432527","-74.07734074"
"A000474277","4462112","2016/10/27","21:05:00","2016","OCTUBRE","JUEVES","KR 103-CL 127","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2016/10/27 21:04:59+00","4.72822669","-74.10074001"
"A000278891","4431474","2015/12/07","9:30:00","2015","DICIEMBRE","LUNES","CL 72-KR 90","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2015/12/07 09:30:00+00","4.69788169","-74.10862249"
"A000555392","4473083","2017/02/15","9:12:00","2017","FEBRERO","MIERCOLES","CL 63F-KR 73","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2017/02/15 09:11:59+00","4.67675363","-74.10403905"
"A001031893","10492619","2019/08/02","14:20:00","2019","AGOSTO","VIERNES","KR 45-CL 125","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2019/08/02 14:19:59+00","4.70548056","-74.05403716"
"A001059511","10502690","2019/11/13","9:24:00","2019","NOVIEMBRE","MIERCOLES","CL 5A-KR 41A","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2019/11/13 09:24:00+00","4.61584271","-74.10731071"
"A001235026","10528685","2020/12/07","12:00:00","2020","DICIEMBRE","LUNES","AV AVENIDA PASEO LOS LIBERTADORES-CL 149","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2020/12/07 12:00:00+00","4.73143504","-74.04960024"
"A001133199","10511183","2020/02/15","12:40:00","2020","FEBRERO","SABADO","KR 7-CL 36","SOLO DANOS","CHOQUE","SANTA FE","BOGOTA DC","2020/02/15 12:40:00+00","4.62343484","-74.06643104"
"A000817948","10451288","2018/06/14","7:10:00","2018","JUNIO","JUEVES","AV AVENIDA DE LAS AMERICAS-KR 6","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2018/06/14 07:09:59+00","4.62912527","-74.12240902"
"A001393604","10565887","2022/03/16","6:34:00","2022","MARZO","MIERCOLES","KR 86 -CL 72 ","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2022/03/16 06:33:59+00","4.696","-74.106"
"A000972256","10484235","2019/05/10","22:50:00","2019","MAYO","VIERNES","KR 82GBIS-CL 59 S","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2019/05/10 22:50:00+00","4.61681514","-74.18584247"
"A001298741","10539058","2021/04/30","18:04:00","2021","ABRIL","VIERNES","KR 51 B-CL 40 S","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2021/04/30 18:04:00+00","4.59748718","-74.13014007"
"A000757940","4508350","2018/02/08","20:50:00","2018","FEBRERO","JUEVES","KR 45-CL 108A","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2018/02/08 20:50:00+00","4.69575415","-74.05566335"
"A000599514","4475364","2017/03/12","3:30:00","2017","MARZO","DOMINGO","TR 79D-CL 72 S","CON HERIDOS","ATROPELLO","BOSA","BOGOTA DC","2017/03/12 03:30:00+00","4.60508048","-74.19703975"
"A000041858","4402460","2015/01/15","20:35:00","2015","ENERO","JUEVES","KR 36-CL 2","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2015/01/15 20:35:00+00","4.60647373","-74.10816565"
"A000821528","10453816","2018/07/10","6:55:00","2018","JULIO","MARTES","CL 6-KR 13","SOLO DANOS","CHOQUE","SANTA FE","BOGOTA DC","2018/07/10 06:55:00+00","4.59696931","-74.08431155"
"A001513518","10580246","2022/09/06","1:44:00","2022","SEPTIEMBRE","MARTES","CL 26  S- KR 78 K ","CON HERIDOS","CHOQUE","KENNEDY","BOGOTA DC","2022/09/06 01:44:00+00","4.628","-74.15"
"A000969577","10481519","2019/04/11","13:00:00","2019","ABRIL","JUEVES","CL 26A-KR 18 S","SOLO DANOS","CHOQUE","RAFAEL URIBE URIBE","BOGOTA DC","2019/04/11 12:59:59+00","4.58023508","-74.10654423"
"A001387391","10557738","2021/12/06","22:40:00","2021","DICIEMBRE","LUNES","KR 27 -CL 46  S","CON HERIDOS","CHOQUE","RAFAEL URIBE URIBE","BOGOTA DC","2021/12/06 22:40:00+00","4.58275352","-74.12856435"
"A000904055","10469956","2018/12/11","16:00:00","2018","DICIEMBRE","MARTES","CL 10-KR 19","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2018/12/11 15:59:59+00","4.60497604","-74.08731837"
"A000347200","4443646","2016/04/29","19:00:00","2016","ABRIL","VIERNES","CL 23B-KR 113","CON HERIDOS","CHOQUE","FONTIBON","BOGOTA DC","2016/04/29 18:59:59+00","4.68920073","-74.14650908"
"A000762229","4511272","2018/03/12","14:35:00","2018","MARZO","LUNES","CL 72-KR 53","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2018/03/12 14:35:00+00","4.66946272","-74.07553378"
"A20248","4466694","2016/12/05","13:15:00","2016","DICIEMBRE","LUNES","CL 53-KR 3","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2016/12/05 13:15:00+00","4.63877035","-74.0608475"
"A15704","4427200","2015/10/22","9:30:00","2015","OCTUBRE","JUEVES","AV AVENIDA BOYACA-CL 74 S","CON HERIDOS","CHOQUE","USME","BOGOTA DC","2015/10/22 09:30:00+00","4.51533368","-74.12141984"
"A001301136","10542029","2021/06/14","18:07:00","2021","JUNIO","LUNES","AV AVENIDA BOYACA-CL 165 ","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2021/06/14 18:07:00+00","4.74909043","-74.06498571"
"A000649225","4487371","2017/07/12","19:00:00","2017","JULIO","MIERCOLES","CL 134A-KR 50A","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2017/07/12 18:59:59+00","4.72015403","-74.05655553"
"A000906519","10470635","2018/12/18","10:40:00","2018","DICIEMBRE","MARTES","AV AVENIDA DE LAS AMERICAS-KR 7","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2018/12/18 10:40:00+00","4.62971364","-74.13287537"
"A18229","4464162","2016/11/15","9:30:00","2016","NOVIEMBRE","MARTES","DG 62HBIS-TR 73J S","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2016/11/15 09:30:00+00","4.58792656","-74.17246645"
"A001033768","10494136","2019/08/16","7:15:00","2019","AGOSTO","VIERNES","AC 90-KR 94G","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2019/08/16 07:15:00+00","4.71432795","-74.0987888"
"A000280409","4433109","2015/12/24","13:25:00","2015","DICIEMBRE","JUEVES","CL 71A-KR 72 S","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2015/12/24 13:25:00+00","4.57857963","-74.16632181"
"A000645955","4488355","2017/07/23","11:40:00","2017","JULIO","DOMINGO","KR 13A-CL 3 S","SOLO DANOS","CHOQUE","ANTONIO NARINO","BOGOTA DC","2017/07/23 11:39:59+00","4.58915733","-74.09089194"
"A001239358","10532343","2021/01/30","15:46:00","2021","ENERO","SABADO","KR 50-CL 87","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2021/01/30 15:46:00+00","4.67860646","-74.06572889"
"A000870528","10459811","2018/09/07","8:20:00","2018","SEPTIEMBRE","VIERNES","AV AVENIDA BOYACA-CL 12","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2018/09/07 08:19:59+00","4.64591871","-74.13044342"
"A000758164","4508631","2018/02/16","7:50:00","2018","FEBRERO","VIERNES","KR 30-CL 68","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2018/02/16 07:50:00+00","4.66345832","-74.07581489"
"A001175708","10517080","2020/06/09","8:15:00","2020","JUNIO","MARTES","CL 165-KR 8B","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2020/06/09 08:15:00+00","4.74176299","-74.02593145"
"A000814785","10446925","2018/05/05","18:00:00","2018","MAYO","SABADO","AC 26-KR 19B","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2018/05/05 18:00:00+00","4.61987055","-74.07572553"
"A000598638","4474541","2017/03/02","20:45:00","2017","MARZO","JUEVES","KR 74-CL 44","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2017/03/02 20:45:00+00","4.61045365","-74.16123703"
"A000872175","10466469","2018/11/10","22:00:00","2018","NOVIEMBRE","SABADO","KR 86-CL ","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2018/11/10 21:59:59+00","4.63991848","-74.15570545"
"A000477764","4463826","2016/11/10","7:40:00","2016","NOVIEMBRE","JUEVES","AV AVENIDA DE LAS AMERICAS-CL 13","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2016/11/10 07:40:00+00","4.6276071","-74.10656952"
"A001182805","10521838","2020/10/01","14:30:00","2020","OCTUBRE","JUEVES","TR 13C-DG 45F S","CON HERIDOS","CHOQUE","RAFAEL URIBE URIBE","BOGOTA DC","2020/10/01 14:29:59+00","4.56883867","-74.11937498"
"A000902070","10467210","2018/11/17","13:50:00","2018","NOVIEMBRE","SABADO","AC 26-KR 26","CON HERIDOS","ATROPELLO","ENGATIVA","BOGOTA DC","2018/11/17 13:50:00+00","4.68391895","-74.12297151"
"A000695464","4505593","2018/01/16","15:37:00","2018","ENERO","MARTES","KR 16-CL 32","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2018/01/16 15:36:59+00","4.6197","-74.0718"
"A001179788","10522396","2020/07/31","19:00:00","2020","JULIO","VIERNES","CL 116-KR 55","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2020/07/31 18:59:59+00","4.70158918","-74.06633627"
"A001298236","10538372","2021/04/20","21:05:00","2021","ABRIL","MARTES","CL 13-KR 129","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2021/04/20 21:04:59+00","4.69098042","-74.16465031"
"A001453940","10573841","2022/06/16","20:45:00","2022","JUNIO","JUEVES","AV AVENIDA BOYACA-CL 95 ","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2022/06/16 20:45:00+00","4.69671658","-74.083672"
"A001454238","10574165","2022/06/21","8:37:00","2022","JUNIO","MARTES","KR 58 -CL 134 ","CON HERIDOS","CAIDA DE OCUPANTE","SUBA","BOGOTA DC","2022/06/21 08:37:00+00","4.724","-74.067"
"A000549701","4474325","2017/02/26","14:50:00","2017","FEBRERO","DOMINGO","AV AVENIDA DE LAS AMERICAS-AK 72","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2017/02/26 14:50:00+00","4.63067085","-74.13814167"
"A001130611","10507978","2020/01/11","15:30:00","2020","ENERO","SABADO","CL 13-KR 69","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2020/01/11 15:30:00+00","4.64708703","-74.12484222"
"A000237710","4422531","2015/09/01","17:10:00","2015","SEPTIEMBRE","MARTES","KR 18-CL 52","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2015/09/01 17:10:00+00","4.64004171","-74.06999051"
"A000402078","4447381","2016/06/03","12:20:00","2016","JUNIO","VIERNES","AC 100-KR 47","CON HERIDOS","ATROPELLO","BARRIOS UNIDOS","BOGOTA DC","2016/06/03 12:20:00+00","4.68722114","-74.05920891"
"A000821551","10455285","2018/07/25","21:08:00","2018","JULIO","MIERCOLES","AV AVENIDA CARACAS-CL 65 ","CON HERIDOS","CAIDA DE OCUPANTE","USME","BOGOTA DC","2018/07/25 21:08:00+00","4.53343403","-74.12034439"
"A001301670","10542898","2021/06/23","10:18:00","2021","JUNIO","MIERCOLES","CL 13 -KR 87 ","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2021/06/23 10:18:00+00","4.66061129","-74.13690237"
"A000042327","4403049","2015/01/24","14:00:00","2015","ENERO","SABADO","AK 45-CL 235","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2015/01/24 14:00:00+00","4.80983765","-74.03634266"
"A000280584","4433976","2016/01/12","15:30:00","2016","ENERO","MARTES","CL 80-KR 72","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2016/01/12 15:30:00+00","4.69573942","-74.08952915"
"A000276684","4429848","2015/11/19","6:30:00","2015","NOVIEMBRE","JUEVES","DG 91-KR 4","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2015/11/19 06:30:00+00","4.66925252","-74.04150752"
"A13996","4422522","2015/09/01","19:30:00","2015","SEPTIEMBRE","MARTES","TR 1A-DG 76","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2015/09/01 19:30:00+00","4.65557331","-74.04991399"
"A000407930","4452685","2016/07/27","22:10:00","2016","JULIO","MIERCOLES","CL 43B-KR 6A E","SOLO DANOS","CHOQUE","SAN CRISTOBAL","BOGOTA DC","2016/07/27 22:09:59+00","4.54659913","-74.09311564"
"A001393802","10564452","2022/02/26","11:37:00","2022","FEBRERO","SABADO","AC 26 -KR 32 A ","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2022/02/26 11:37:00+00","4.629","-74.083"
"A341","4404071","2015/02/06","14:40:00","2015","FEBRERO","VIERNES","CL 163A-KR 9","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2015/02/06 14:39:59+00","4.74071423","-74.03222727"
"A000549674","4474182","2017/02/27","19:00:00","2017","FEBRERO","LUNES","KR 12B-CL 19A S","CON HERIDOS","CHOQUE","ANTONIO NARINO","BOGOTA DC","2017/02/27 18:59:59+00","4.57977737","-74.09792898"
"A000814541","10448004","2018/05/15","14:20:00","2018","MAYO","MARTES","KR 81-CL 73F S","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2018/05/15 14:19:59+00","4.61101391","-74.19980905"
"A000239628","4424671","2015/09/25","9:10:00","2015","SEPTIEMBRE","VIERNES","CL 27-KR 9 SE","CON HERIDOS","ATROPELLO","SAN CRISTOBAL","BOGOTA DC","2015/09/25 09:10:00+00","4.56276346","-74.08483402"
"A17003","4455432","2016/08/25","19:10:00","2016","AGOSTO","JUEVES","CL 181-KR 6","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2016/08/25 19:09:59+00","4.75768697","-74.02435421"
"A001388765","10559400","2021/12/22","9:12:00","2021","DICIEMBRE","MIERCOLES","KR 83 -CL 13","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2021/12/22 09:12:00+00","4.65139183","-74.13826878"
"A000041484","4406949","2015/02/07","10:00:00","2015","FEBRERO","SABADO","CL 49-KR 93 S","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2015/02/07 09:59:59+00","4.638","-74.1817"
"A001028570","10489073","2019/06/26","9:00:00","2019","JUNIO","MIERCOLES","KR 86A-CL 69B","CON HERIDOS","ATROPELLO","ENGATIVA","BOGOTA DC","2019/06/26 09:00:00+00","4.69300073","-74.10781442"
"A000816047","10449329","2018/05/27","16:55:00","2018","MAYO","DOMINGO","AV AVENIDA JORGE GAITAN CORTES-KR 7","SOLO DANOS","CHOQUE","TUNJUELITO","BOGOTA DC","2018/05/27 16:54:59+00","4.58052134","-74.1423244"
"A001134452","10512633","2020/02/29","8:45:00","2020","FEBRERO","SABADO","CL 63-KR 117","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2020/02/29 08:45:00+00","4.70926952","-74.14360854"
"A000347311","4443549","2016/04/28","8:50:00","2016","ABRIL","JUEVES","AV AVENIDA CIUDAD DE CALI-CL 17","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2016/04/28 08:50:00+00","4.65935168","-74.13576265"
"A001511954","10579429","2022/08/26","16:10:00","2022","AGOSTO","VIERNES","KR 80 G -CL 2 ","CON HERIDOS","CHOQUE","KENNEDY","BOGOTA DC","2022/08/26 16:10:00+00","4.63289486","-74.15520238"
"A001455496","10577137","2022/07/27","14:15:00","2022","JULIO","MIERCOLES","AV AVENIDA CIUDAD DE CALI-CL 11 B ","CON HERIDOS","CHOQUE","KENNEDY","BOGOTA DC","2022/07/27 14:15:00+00","4.653","-74.144"
"A000470984","4456992","2016/09/11","12:40:00","2016","SEPTIEMBRE","DOMINGO","CL 170-KR 49B","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2016/09/11 12:40:00+00","4.75222804","-74.04999241"
"A001034763","10495378","2019/08/30","6:10:00","2019","AGOSTO","VIERNES","CL 80-KR 9","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2019/08/30 06:10:00+00","4.70821684","-74.11017313"
"A001342337","10549617","2021/09/13","18:00:00","2021","SEPTIEMBRE","LUNES","AV AVENIDA CARACAS-CL 67 ","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2021/09/13 18:00:00+00","4.65413841","-74.06327107"
"A1691","4404958","2015/02/17","5:20:00","2015","FEBRERO","MARTES","TR 42-CL 5B","CON HERIDOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2015/02/17 05:19:59+00","4.61760213","-74.10746826"
"A000972769","10485167","2019/05/18","13:40:00","2019","MAYO","SABADO","KR 71D-CL 5","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2019/05/18 13:40:00+00","4.62836581","-74.13641798"
"A000639812","4484456","2017/06/10","10:00:00","2017","JUNIO","SABADO","CL 46-TR 26A S","SOLO DANOS","CHOQUE","RAFAEL URIBE URIBE","BOGOTA DC","2017/06/10 09:59:59+00","4.58198981","-74.12831068"
"A000644072","4493656","2017/09/14","12:45:00","2017","SEPTIEMBRE","JUEVES","CL 5-KR 27","CON HERIDOS","ATROPELLO","LOS MARTIRES","BOGOTA DC","2017/09/14 12:45:00+00","4.60286239","-74.09694558"
